business,portfolio,book,way,type,product,quantity,price,currency,trader,
ged,?derivative?,bookequityeuro,sell,equity,ILIAD,5,214.0864,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,AXA,237,23.638313,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,10,213.21939,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,122,30.508238,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,16,24.718246,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,49,44.938194,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,429,21.40548,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,181,25.183702,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,279,33.208046,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,225,32.360416,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,6,53.88212,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,8,114.748505,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,22,38.336323,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,211,30.410088,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,203,23.89731,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,84,25.099436,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,VALLOUREC,78,21.380077,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,THALES,12,54.38537,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,74,48.071205,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,8,218.77177,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,1,103.51068,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,61,48.218918,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,4,44.31816,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,GEMALTO,102,9.009584,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,VERIZON COMMUNICATION INC,109,49.709747,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,35,114.38324,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,JPMORGAN CHASE And CO,87,61.35885,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,4,120.98293,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,6,44.854256,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,59,126.082886,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,67,104.50095,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,579,9.069373,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,16,215.93564,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,96,24.983335,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,82,30.946877,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,305,24.72114,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,51,21.82598,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,126,52.886696,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,111,33.59171,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,36,99.43585,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,108,25.588541,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,20,112.66243,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,LAFARGE,103,66.18388,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,21,217.03075,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,27,45.229427,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,5,47.992363,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,55,44.13387,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,GENERAL ELECTRIC CO,79,24.845701,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,14,112.283554,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,34,25.300434,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,AMERICAN EXPRESS,95,44.301575,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,217,31.817938,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,278,30.067898,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,15,99.84948,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,40,117.088776,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,ILIAD,13,210.9887,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,360,22.01899,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,LAFARGE,73,63.79226,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,56,113.8189,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,242,23.84069,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,133,62.259384,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,132,25.042849,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,54,31.252295,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,130,49.269592,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,156,32.029785,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,NEXITY,133,37.470722,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,423,22.056608,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,41,31.457508,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,635,9.331657,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,172,45.658916,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,713,9.058082,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,HOME DEPOT INCO,41,116.39071,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,JPMORGAN CHASE And CO,37,62.53559,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,242,38.94749,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,884,8.905118,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,202,22.134356,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,405,24.03928,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,87,115.50411,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,AXA,258,23.778425,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,67,112.55989,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,JPMORGAN CHASE And CO,33,60.199345,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,20,31.711195,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,78,100.35283,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,21,8.827793,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,BPCE 5.1% 27/06/18 EUR,69,117.09859,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,380,22.322481,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,89,102.77503,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,31,122.64654,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,12,114.11018,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,AXA,375,22.855474,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,323,25.334097,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,70,123.11731,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,196,33.25122,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,81,113.53216,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,GEMALTO,1021,9.000269,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,71,124.36476,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,56,49.312374,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,83,117.2475,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,93,100.1703,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,THALES,174,54.320198,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,137,45.18152,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,1,53.266815,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,42,125.10879,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,211,44.76717,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,151,65.3089,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,163,44.97719,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,219,32.619926,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,11,116.13077,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,AXA,390,24.091421,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,344,23.752483,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,284,25.710548,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,43,121.81455,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,1,111.49255,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,17,43.682354,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,38,60.298275,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,40,219.27495,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,INTEL CORP,229,31.446985,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,1102,8.958811,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,67,110.36348,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,JPMORGAN CHASE And CO,79,61.131474,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,148,63.35065,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,224,45.146317,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,298,32.015686,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,JCDECAUX SA,10,32.000576,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,319,30.232971,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,32,114.339615,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,49,110.134254,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,49,101.95745,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,146,44.257412,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,86,21.471115,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,HOME DEPOT INCO,8,117.17048,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,135,44.20522,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,279,30.977968,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,31,37.622543,EUR,PFFRAC1,
business,portfolio,book,way,type,amount,depositary,counterpart,rate,trader,currency,rateValue,term,basecalcul,
ged,?derivative?,bookfundingeuro,DEPO,loandepo,0.0,CUSTBPSS,BRFOR,FIXE,PFFRAC1,Yuan,7.2001696,ONE_MONTH,methode1,
ged,?derivative?,bookfundingeuro,LOAN,loandepo,282757.0,CUSTSGSS,BRDEUB,FIXE,PFFRAC1,Couronne tcheque,6.812462,SPOT,methode2,
ged,?derivative?,bookfundingeuro,LOAN,loandepo,141378.0,CUSTBBVA,BRGDF,FIXE,PFFRAC1,Couronne tcheque,18.155506,TOMNEXT,methode2,
ged,?derivative?,bookfundingeuro,LOAN,loandepo,0.0,CUSTBPSS,BRSGSS,FIXE,PFFRAC2,Rouble,13.908986,SIX_MONTHS,methode2,
ged,?derivative?,bookfundingeuro,DEPO,loandepo,282757.0,CUSTGDF,BRCS,FIXE,PFFRAC2,Forint hongrois,10.274187,OVERNIGHT,methode1,
ged,?derivative?,bookfundingeuro,LOAN,loandepo,141378.0,CUSTBBVA,BRCACH,FIXE,PFFRAC1,Livre sterling,3.8206017,TWO_MONTHS,methode2,
ged,?derivative?,bookfundingeuro,LOAN,loandepo,0.0,CUSTDEUB,BRBBVA,FIXE,PFFRAC1,Euro,3.7575376,SPOT,methode2,
ged,?derivative?,bookfundingeuro,DEPO,loandepo,0.0,CUSTCS,BRCACH,FIXE,PFFRAC1,Yen,13.893225,THREE_MONTHS,methode1,
ged,?derivative?,bookfundingeuro,DEPO,loandepo,141378.0,CUSTGDF,BRGDF,FIXE,PFFRAC2,Dollar,9.821048,TWO_MONTHS,methode1,
ged,?derivative?,bookfundingeuro,LOAN,loandepo,0.0,CUSTBBVA,BRSANDIR,FIXE,PFFRAC2,Forint hongrois,2.2694755,TWO_WEEKS,methode1,
ged,?derivative?,bookfundingeuro,DEPO,loandepo,0.0,CUSTBPSS,BRBBVA,FIXE,PFFRAC2,Dollar,19.586811,OVERNIGHT,methode2,
ged,?derivative?,bookfundingeuro,LOAN,loandepo,250432.0,CUSTSGSS,BRCACH,FIXE,PFFRAC1,Dollar australien,2.6159358,THREE_MONTHS,methode1,
ged,?derivative?,bookfundingeuro,LOAN,loandepo,125216.0,CUSTBBVA,BRBNPCIB,FIXE,PFFRAC2,Euro,14.85547,TOMNEXT,methode2,
ged,?derivative?,bookfundingeuro,LOAN,loandepo,250432.0,CACEIS,BRDEUB,FIXE,PFFRAC2,Dollar australien,8.380306,TWO_WEEKS,methode2,
ged,?derivative?,bookfundingeuro,DEPO,loandepo,0.0,CUSTCS,BRBBVA,FIXE,PFFRAC2,Euro,7.3107967,SPOT,methode1,
ged,?derivative?,bookfundingeuro,DEPO,loandepo,125216.0,CUSTGDF,BRSANDIR,FIXE,PFFRAC1,Yuan,12.546043,THREE_MONTHS,methode1,
ged,?derivative?,bookfundingeuro,LOAN,loandepo,125216.0,CUSTSGSS,BRCACH,FIXE,PFFRAC1,Couronne tcheque,17.003529,SIX_MONTHS,methode1,
ged,?derivative?,bookfundingeuro,LOAN,loandepo,0.0,CUSTBPSS,BRFOR,FIXE,PFFRAC2,Rouble,8.340382,TWO_MONTHS,methode1,
ged,?derivative?,bookfundingeuro,LOAN,loandepo,0.0,CUSTBBVA,BRSANDIR,FIXE,PFFRAC2,Dollar australien,13.078215,SPOT,methode2,
ged,?derivative?,bookfundingeuro,DEPO,loandepo,125216.0,CUSTBPSS,BRAXA,FIXE,PFFRAC1,Livre sterling,15.196642,ONE_MONTH,methode2,
